Final schema:
root
 |-- Date: date (nullable = true)
 |-- symbol: string (nullable = true)
 |-- cluster: integer (nullable = true)
 |-- regime: string (nullable = true)


MS4B Step1 — input summary: rows=167,240, symbols=105, span=2013-05-12 → 2021-07-06
Symbols: AAVE, AAVE_x1, AAVE_x2, AAVE_x3, AAVE_x4, ADA, ADA_x1, ADA_x2, ADA_x3, ADA_x4, ATOM, ATOM_x1, ATOM_x2, ATOM_x3, ATOM_x4, BNB, BNB_x1, BNB_x2, BNB_x3, BNB_x4, BTC, BTC_x1, BTC_x2, BTC_x3, BTC_x4, CRO, CRO_x1, CRO_x2, CRO_x3, CRO_x4, DOGE, DOGE_x1, DOGE_x2, DOGE_x3, DOGE_x4, DOT, DOT_x1, DOT_x2, DOT_x3, DOT_x4, EOS, EOS_x1, EOS_x2, EOS_x3, EOS_x4, ETH, ETH_x1, ETH_x2, ETH_x3, ETH_x4, LINK, LINK_x1, LINK_x2, LINK_x3, LINK_x4, LTC, LTC_x1, LTC_x2, LTC_x3, LTC_x4, MIOTA, MIOTA_x1, MIOTA_x2, MIOTA_x3, MIOTA_x4, SOL, SOL_x1, SOL_x2, SOL_x3, SOL_x4, TRX, TRX_x1, TRX_x2, TRX_x3, TRX_x4, UNI, UNI_x1, UNI_x2, UNI_x3, UNI_x4, WBTC, WBTC_x1, WBTC_x2, WBTC_x3, WBTC_x4, XEM, XEM_x1, XEM_x2, XEM_x3, XEM_x4, XLM, XLM_x1, XLM_x2, XLM_x3, XLM_x4, XMR, XMR_x1, XMR_x2, XMR_x3, XMR_x4, XRP, XRP_x1, XRP_x2, XRP_x3, XRP_x4

Counts by regime:
+--------------------------+-----+
|regime                    |count|
+--------------------------+-----+
|Calm / normal             |78105|
|Choppy high-vol sideways  |38255|
|Sell-off / drawdown       |24605|
|Blow-off rally / parabolic|21775|
|Bull impulse              |4500 |
+--------------------------+-----+


Event check — 2020-03-12:
+-------------------+-----+
|regime             |count|
+-------------------+-----+
|Sell-off / drawdown|85   |
+-------------------+-----+


Per-coin distribution (top 3 per coin):
+--------+--------------------------+-----+
|symbol  |regime                    |count|
|XLM_x2  |Blow-off rally / parabolic|315|0.08428387923497037|0.07200661962390864|0.04147516974180597 |1.0     |2.032152725586419 |
|XLM_x3  |Blow-off rally / parabolic|315|0.08428387923497037|0.07200661962390864|0.04147516974180597 |1.0     |2.032152725586419 |
|XLM_x4  |Blow-off rally / parabolic|315|0.08428387923497037|0.07200661962390864|0.04147516974180597 |1.0     |2.032152725586419 |
|DOGE    |Blow-off rally / parabolic|279|0.0835693952330384 |0.06819617944990597|0.04583825308381675 |1.0     |1.8231365641319057|
|DOGE_x1 |Blow-off rally / parabolic|279|0.0835693952330384 |0.06819617944990597|0.04583825308381675 |1.0     |1.8231365641319057|
|DOGE_x2 |Blow-off rally / parabolic|279|0.0835693952330384 |0.06819617944990597|0.04583825308381675 |1.0     |1.8231365641319057|
|DOGE_x3 |Blow-off rally / parabolic|279|0.0835693952330384 |0.06819617944990597|0.04583825308381675 |1.0     |1.8231365641319057|
|DOGE_x4 |Blow-off rally / parabolic|279|0.0835693952330384 |0.06819617944990597|0.04583825308381675 |1.0     |1.8231365641319057|
|EOS_x1  |Blow-off rally / parabolic|181|0.08354757873473988|0.06989823986235866|0.04040127204349545 |1.0     |2.067944262863647 |
|EOS     |Blow-off rally / parabolic|181|0.08354757873473988|0.06989823986235866|0.04040127204349545 |1.0     |2.067944262863647 |
|EOS_x2  |Blow-off rally / parabolic|181|0.08354757873473988|0.06989823986235866|0.04040127204349545 |1.0     |2.067944262863647 |
|EOS_x3  |Blow-off rally / parabolic|181|0.08354757873473988|0.06989823986235866|0.04040127204349545 |1.0     |2.067944262863647 |
|EOS_x4  |Blow-off rally / parabolic|181|0.08354757873473988|0.06989823986235866|0.04040127204349545 |1.0     |2.067944262863647 |
|TRX     |Blow-off rally / parabolic|181|0.08349527450715796|0.07185439662672577|0.03925928350195938 |1.0     |2.126765112842439 |
|TRX_x1  |Blow-off rally / parabolic|181|0.08349527450715796|0.07185439662672577|0.03925928350195938 |1.0     |2.126765112842439 |
|TRX_x2  |Blow-off rally / parabolic|181|0.08349527450715796|0.07185439662672577|0.03925928350195938 |1.0     |2.126765112842439 |
|TRX_x3  |Blow-off rally / parabolic|181|0.08349527450715796|0.07185439662672577|0.03925928350195938 |1.0     |2.126765112842439 |
|TRX_x4  |Blow-off rally / parabolic|181|0.08349527450715796|0.07185439662672577|0.03925928350195938 |1.0     |2.126765112842439 |
|ATOM    |Blow-off rally / parabolic|133|0.08130555586712351|0.06899510807970177|0.03912472394182799 |1.0     |2.0781119373011157|
|ATOM_x1 |Blow-off rally / parabolic|133|0.08130555586712351|0.06899510807970177|0.03912472394182799 |1.0     |2.0781119373011157|
|ATOM_x2 |Blow-off rally / parabolic|133|0.08130555586712351|0.06899510807970177|0.03912472394182799 |1.0     |2.0781119373011157|
|ATOM_x3 |Blow-off rally / parabolic|133|0.08130555586712351|0.06899510807970177|0.03912472394182799 |1.0     |2.0781119373011157|
|ATOM_x4 |Blow-off rally / parabolic|133|0.08130555586712351|0.06899510807970177|0.03912472394182799 |1.0     |2.0781119373011157|
|ADA     |Blow-off rally / parabolic|210|0.08077176521782208|0.07088432928738841|0.03656538859268272 |1.0     |2.208967778725746 |
|ADA_x1  |Blow-off rally / parabolic|210|0.08077176521782208|0.07088432928738841|0.03656538859268272 |1.0     |2.208967778725746 |
|ADA_x2  |Blow-off rally / parabolic|210|0.08077176521782208|0.07088432928738841|0.03656538859268272 |1.0     |2.208967778725746 |
|ADA_x3  |Blow-off rally / parabolic|210|0.08077176521782208|0.07088432928738841|0.03656538859268272 |1.0     |2.208967778725746 |
|ADA_x4  |Blow-off rally / parabolic|210|0.08077176521782208|0.07088432928738841|0.03656538859268272 |1.0     |2.208967778725746 |
|XRP     |Blow-off rally / parabolic|297|0.07939486527551007|0.06817583519489023|0.03802713782870996 |1.0     |2.087847516506174 |
|XRP_x1  |Blow-off rally / parabolic|297|0.07939486527551007|0.06817583519489023|0.03802713782870996 |1.0     |2.087847516506174 |
|XRP_x2  |Blow-off rally / parabolic|297|0.07939486527551007|0.06817583519489023|0.03802713782870996 |1.0     |2.087847516506174 |
|XRP_x3  |Blow-off rally / parabolic|297|0.07939486527551007|0.06817583519489023|0.03802713782870996 |1.0     |2.087847516506174 |
|XRP_x4  |Blow-off rally / parabolic|297|0.07939486527551007|0.06817583519489023|0.03802713782870996 |1.0     |2.087847516506174 |
|MIOTA   |Blow-off rally / parabolic|183|0.07889685090484247|0.06742562981134848|0.03548852045307822 |1.0     |2.2231654038425566|
|MIOTA_x1|Blow-off rally / parabolic|183|0.07889685090484247|0.06742562981134848|0.03548852045307822 |1.0     |2.2231654038425566|
|MIOTA_x2|Blow-off rally / parabolic|183|0.07889685090484247|0.06742562981134848|0.03548852045307822 |1.0     |2.2231654038425566|
|MIOTA_x3|Blow-off rally / parabolic|183|0.07889685090484247|0.06742562981134848|0.03548852045307822 |1.0     |2.2231654038425566|
|MIOTA_x4|Blow-off rally / parabolic|183|0.07889685090484247|0.06742562981134848|0.03548852045307822 |1.0     |2.2231654038425566|
|BNB_x3  |Blow-off rally / parabolic|201|0.07826556391105194|0.06694646228293388|0.03689711064277833 |1.0     |2.1211840858972635|
|BNB_x4  |Blow-off rally / parabolic|201|0.07826556391105194|0.06694646228293388|0.03689711064277833 |1.0     |2.1211840858972635|
|BNB_x2  |Blow-off rally / parabolic|201|0.07826556391105194|0.06694646228293388|0.03689711064277833 |1.0     |2.1211840858972635|
|BNB     |Blow-off rally / parabolic|201|0.07826556391105194|0.06694646228293388|0.03689711064277833 |1.0     |2.1211840858972635|
|BNB_x1  |Blow-off rally / parabolic|201|0.07826556391105194|0.06694646228293388|0.03689711064277833 |1.0     |2.1211840858972635|
|XMR     |Blow-off rally / parabolic|390|0.07762964412127257|0.06785678319340871|0.03354999964071272 |1.0     |2.313849327946623 |
|XMR_x1  |Blow-off rally / parabolic|390|0.07762964412127257|0.06785678319340871|0.03354999964071272 |1.0     |2.313849327946623 |
|XMR_x2  |Blow-off rally / parabolic|390|0.07762964412127257|0.06785678319340871|0.03354999964071272 |1.0     |2.313849327946623 |
|XMR_x3  |Blow-off rally / parabolic|390|0.07762964412127257|0.06785678319340871|0.03354999964071272 |1.0     |2.313849327946623 |
|XMR_x4  |Blow-off rally / parabolic|390|0.07762964412127257|0.06785678319340871|0.03354999964071272 |1.0     |2.313849327946623 |
|ETH     |Blow-off rally / parabolic|343|0.07659285138202843|0.06704246318229856|0.03270485385509052 |1.0     |2.3419414048262666|
|ETH_x1  |Blow-off rally / parabolic|343|0.07659285138202843|0.06704246318229856|0.03270485385509052 |1.0     |2.3419414048262666|
|ETH_x2  |Blow-off rally / parabolic|343|0.07659285138202843|0.06704246318229856|0.03270485385509052 |1.0     |2.3419414048262666|
|ETH_x3  |Blow-off rally / parabolic|343|0.07659285138202843|0.06704246318229856|0.03270485385509052 |1.0     |2.3419414048262666|
|ETH_x4  |Blow-off rally / parabolic|343|0.07659285138202843|0.06704246318229856|0.03270485385509052 |1.0     |2.3419414048262666|
|LTC     |Blow-off rally / parabolic|378|0.07454305900122897|0.0663906756189494 |0.03158706121943587 |1.0     |2.359923846139944 |
|LTC_x1  |Blow-off rally / parabolic|378|0.07454305900122897|0.0663906756189494 |0.03158706121943587 |1.0     |2.359923846139944 |
|LTC_x2  |Blow-off rally / parabolic|378|0.07454305900122897|0.0663906756189494 |0.03158706121943587 |1.0     |2.359923846139944 |
|LTC_x3  |Blow-off rally / parabolic|378|0.07454305900122897|0.0663906756189494 |0.03158706121943587 |1.0     |2.359923846139944 |
|LTC_x4  |Blow-off rally / parabolic|378|0.07454305900122897|0.0663906756189494 |0.03158706121943587 |1.0     |2.359923846139944 |
|CRO     |Blow-off rally / parabolic|128|0.07446982427394046|0.06650658505950258|0.02789798632897141 |1.0     |2.669361988919081 |
|CRO_x1  |Blow-off rally / parabolic|128|0.07446982427394046|0.06650658505950258|0.02789798632897141 |1.0     |2.669361988919081 |
|CRO_x2  |Blow-off rally / parabolic|128|0.07446982427394046|0.06650658505950258|0.02789798632897141 |1.0     |2.669361988919081 |
|CRO_x3  |Blow-off rally / parabolic|128|0.07446982427394046|0.06650658505950258|0.02789798632897141 |1.0     |2.669361988919081 |
|CRO_x4  |Blow-off rally / parabolic|128|0.07446982427394046|0.06650658505950258|0.02789798632897141 |1.0     |2.669361988919081 |
|WBTC    |Blow-off rally / parabolic|103|0.0667399902825806 |0.06274631249773854|0.022402597441029404|1.0     |2.9791184017059176|
|WBTC_x1 |Blow-off rally / parabolic|103|0.0667399902825806 |0.06274631249773854|0.022402597441029404|1.0     |2.9791184017059176|
|WBTC_x2 |Blow-off rally / parabolic|103|0.0667399902825806 |0.06274631249773854|0.022402597441029404|1.0     |2.9791184017059176|
|WBTC_x3 |Blow-off rally / parabolic|103|0.0667399902825806 |0.06274631249773854|0.022402597441029404|1.0     |2.9791184017059176|
|WBTC_x4 |Blow-off rally / parabolic|103|0.0667399902825806 |0.06274631249773854|0.022402597441029404|1.0     |2.9791184017059176|
+--------+--------------------------+---+-------------------+-------------------+--------------------+--------+------------------+
only showing top 100 rows


MS4B Step3 (FORWARD) — joined rows=167,135 (pred rows=167,240), null ret_fwd1=0

Regime → next-day returns — overall (sorted by mean_ret_fwd1 desc):
-------------------------------------------------------------------
+--------------------------+-----+----------------------+----------------------+--------------------+-------------------+---------------------+
|regime                    |n    |mean_ret_fwd1         |median_ret_fwd1       |std_ret_fwd1        |hit_rate_fwd1      |sharpe_d_fwd1        |
+--------------------------+-----+----------------------+----------------------+--------------------+-------------------+---------------------+
|Bull impulse              |4500 |0.0112716242764918    |-0.0012068012433910091|0.1005557260967197  |0.49444444444444446|0.11209331098310771  |
|Sell-off / drawdown       |24605|0.006807391116103058  |0.008640000616753019  |0.06303594739095444 |0.5681771997561471 |0.10799220758725216  |
|Blow-off rally / parabolic|21735|0.003273668975598993  |-0.0040318206423908265|0.05995545856024574 |0.463768115942029  |0.05460168355329105  |
|Calm / normal             |78060|4.6805786102039124E-4 |-1.332053482743234E-4 |0.039468587482012873|0.4984627209838586 |0.011858997012084623 |
|Choppy high-vol sideways  |38235|-2.1127517441139106E-4|-0.002131035282372906 |0.06736932846034573 |0.48398064600496926|-0.003136073629348254|
+--------------------------+-----+----------------------+----------------------+--------------------+-------------------+---------------------+


Regime → next-day returns — per symbol (top rows by regime):
------------------------------------------------------------
+--------+--------------------------+---+----------------------+----------------------+--------------------+-------------------+---------------------+
|symbol  |regime                    |n  |mean_ret_fwd1         |median_ret_fwd1       |std_ret_fwd1        |hit_rate_fwd1      |sharpe_d_fwd1        |
+--------+--------------------------+---+----------------------+----------------------+--------------------+-------------------+---------------------+
|AAVE    |Blow-off rally / parabolic|39 |0.03089848802197949   |0.029036865374727938  |0.08125039243883152 |0.6153846153846154 |0.3802872465538069   |
|AAVE_x1 |Blow-off rally / parabolic|39 |0.03089848802197949   |0.029036865374727938  |0.08125039243883152 |0.6153846153846154 |0.3802872465538069   |
|AAVE_x2 |Blow-off rally / parabolic|39 |0.03089848802197949   |0.029036865374727938  |0.08125039243883152 |0.6153846153846154 |0.3802872465538069   |
|AAVE_x3 |Blow-off rally / parabolic|39 |0.03089848802197949   |0.029036865374727938  |0.08125039243883152 |0.6153846153846154 |0.3802872465538069   |
|AAVE_x4 |Blow-off rally / parabolic|39 |0.03089848802197949   |0.029036865374727938  |0.08125039243883152 |0.6153846153846154 |0.3802872465538069   |
|XRP_x2  |Blow-off rally / parabolic|297|0.010520631329009359  |-0.0031827162984150448|0.06293761956160711 |0.4713804713804714 |0.1671596638431985   |
|XRP     |Blow-off rally / parabolic|297|0.010520631329009359  |-0.0031827162984150448|0.06293761956160711 |0.4713804713804714 |0.1671596638431985   |
|XRP_x4  |Blow-off rally / parabolic|297|0.010520631329009359  |-0.0031827162984150448|0.06293761956160711 |0.4713804713804714 |0.1671596638431985   |
|XRP_x1  |Blow-off rally / parabolic|297|0.010520631329009359  |-0.0031827162984150448|0.06293761956160711 |0.4713804713804714 |0.1671596638431985   |
|XRP_x3  |Blow-off rally / parabolic|297|0.010520631329009359  |-0.0031827162984150448|0.06293761956160711 |0.4713804713804714 |0.1671596638431985   |
|DOT     |Blow-off rally / parabolic|42 |0.009016439346787324  |0.0014036233844019197 |0.061675863645167806|0.5238095238095238 |0.14619072703481706  |
|DOT_x3  |Blow-off rally / parabolic|42 |0.009016439346787324  |0.0014036233844019197 |0.061675863645167806|0.5238095238095238 |0.14619072703481706  |
|DOT_x1  |Blow-off rally / parabolic|42 |0.009016439346787324  |0.0014036233844019197 |0.061675863645167806|0.5238095238095238 |0.14619072703481706  |
|DOT_x4  |Blow-off rally / parabolic|42 |0.009016439346787324  |0.0014036233844019197 |0.061675863645167806|0.5238095238095238 |0.14619072703481706  |
|DOT_x2  |Blow-off rally / parabolic|42 |0.009016439346787324  |0.0014036233844019197 |0.061675863645167806|0.5238095238095238 |0.14619072703481706  |
|ETH_x1  |Blow-off rally / parabolic|342|0.00615754792168842   |-0.0013518261689684508|0.056322713127220696|0.4824561403508772 |0.10932619506059421  |
|ETH     |Blow-off rally / parabolic|342|0.00615754792168842   |-0.0013518261689684508|0.056322713127220696|0.4824561403508772 |0.10932619506059421  |
|ETH_x3  |Blow-off rally / parabolic|342|0.00615754792168842   |-0.0013518261689684508|0.056322713127220696|0.4824561403508772 |0.10932619506059421  |
|ETH_x2  |Blow-off rally / parabolic|342|0.00615754792168842   |-0.0013518261689684508|0.056322713127220696|0.4824561403508772 |0.10932619506059421  |
|ETH_x4  |Blow-off rally / parabolic|342|0.00615754792168842   |-0.0013518261689684508|0.056322713127220696|0.4824561403508772 |0.10932619506059421  |
|LINK_x1 |Blow-off rally / parabolic|218|0.005659662888978439  |-0.0027200474085221638|0.06506363874106946 |0.48623853211009177|0.08698657189312634  |
|LINK    |Blow-off rally / parabolic|218|0.005659662888978439  |-0.0027200474085221638|0.06506363874106946 |0.48623853211009177|0.08698657189312634  |
|LINK_x2 |Blow-off rally / parabolic|218|0.005659662888978439  |-0.0027200474085221638|0.06506363874106946 |0.48623853211009177|0.08698657189312634  |
|LINK_x4 |Blow-off rally / parabolic|218|0.005659662888978439  |-0.0027200474085221638|0.06506363874106946 |0.48623853211009177|0.08698657189312634  |
|LINK_x3 |Blow-off rally / parabolic|218|0.005659662888978439  |-0.0027200474085221638|0.06506363874106946 |0.48623853211009177|0.08698657189312634  |
|SOL_x3  |Blow-off rally / parabolic|57 |0.0053056361007093105 |0.012038824596517755  |0.0819302816486847  |0.5614035087719298 |0.06475793801685883  |
|SOL_x1  |Blow-off rally / parabolic|57 |0.0053056361007093105 |0.012038824596517755  |0.0819302816486847  |0.5614035087719298 |0.06475793801685883  |
|SOL_x4  |Blow-off rally / parabolic|57 |0.0053056361007093105 |0.012038824596517755  |0.0819302816486847  |0.5614035087719298 |0.06475793801685883  |
|SOL     |Blow-off rally / parabolic|57 |0.0053056361007093105 |0.012038824596517755  |0.0819302816486847  |0.5614035087719298 |0.06475793801685883  |
|SOL_x2  |Blow-off rally / parabolic|57 |0.0053056361007093105 |0.012038824596517755  |0.0819302816486847  |0.5614035087719298 |0.06475793801685883  |
|BTC_x1  |Blow-off rally / parabolic|345|0.004728521256290522  |0.002087127436135816  |0.03891934490118097 |0.5478260869565217 |0.12149539691113967  |
|BTC_x2  |Blow-off rally / parabolic|345|0.004728521256290522  |0.002087127436135816  |0.03891934490118097 |0.5478260869565217 |0.12149539691113967  |
|BTC_x3  |Blow-off rally / parabolic|345|0.004728521256290522  |0.002087127436135816  |0.03891934490118097 |0.5478260869565217 |0.12149539691113967  |
|BTC     |Blow-off rally / parabolic|345|0.004728521256290522  |0.002087127436135816  |0.03891934490118097 |0.5478260869565217 |0.12149539691113967  |
|BTC_x4  |Blow-off rally / parabolic|345|0.004728521256290522  |0.002087127436135816  |0.03891934490118097 |0.5478260869565217 |0.12149539691113967  |
|DOGE    |Blow-off rally / parabolic|279|0.0045366308026828445 |-0.0067985016007892085|0.06517184740365867 |0.41935483870967744|0.06961028394030401  |
|DOGE_x2 |Blow-off rally / parabolic|279|0.0045366308026828445 |-0.0067985016007892085|0.06517184740365867 |0.41935483870967744|0.06961028394030401  |
|DOGE_x1 |Blow-off rally / parabolic|279|0.0045366308026828445 |-0.0067985016007892085|0.06517184740365867 |0.41935483870967744|0.06961028394030401  |
|DOGE_x3 |Blow-off rally / parabolic|279|0.0045366308026828445 |-0.0067985016007892085|0.06517184740365867 |0.41935483870967744|0.06961028394030401  |
|DOGE_x4 |Blow-off rally / parabolic|279|0.0045366308026828445 |-0.0067985016007892085|0.06517184740365867 |0.41935483870967744|0.06961028394030401  |
|BNB_x3  |Blow-off rally / parabolic|200|0.003674025777188583  |-0.0016222660046016912|0.05142521248789807 |0.48               |0.07144405631874043  |
|BNB     |Blow-off rally / parabolic|200|0.003674025777188583  |-0.0016222660046016912|0.05142521248789807 |0.48               |0.07144405631874043  |
|BNB_x4  |Blow-off rally / parabolic|200|0.003674025777188583  |-0.0016222660046016912|0.05142521248789807 |0.48               |0.07144405631874043  |
|BNB_x1  |Blow-off rally / parabolic|200|0.003674025777188583  |-0.0016222660046016912|0.05142521248789807 |0.48               |0.07144405631874043  |
|BNB_x2  |Blow-off rally / parabolic|200|0.003674025777188583  |-0.0016222660046016912|0.05142521248789807 |0.48               |0.07144405631874043  |
|XMR_x2  |Blow-off rally / parabolic|390|0.0035946382338580885 |-0.0025914372856643553|0.059030588501066905|0.4794871794871795 |0.06089450105673806  |
|XMR     |Blow-off rally / parabolic|390|0.0035946382338580885 |-0.0025914372856643553|0.059030588501066905|0.4794871794871795 |0.06089450105673806  |
|XMR_x3  |Blow-off rally / parabolic|390|0.0035946382338580885 |-0.0025914372856643553|0.059030588501066905|0.4794871794871795 |0.06089450105673806  |
|XMR_x1  |Blow-off rally / parabolic|390|0.0035946382338580885 |-0.0025914372856643553|0.059030588501066905|0.4794871794871795 |0.06089450105673806  |
|XMR_x4  |Blow-off rally / parabolic|390|0.0035946382338580885 |-0.0025914372856643553|0.059030588501066905|0.4794871794871795 |0.06089450105673806  |
|ADA_x2  |Blow-off rally / parabolic|210|0.0035044728339297024 |-0.0036864522193134075|0.060644466191870104|0.47619047619047616|0.05778718247501874  |
|ADA     |Blow-off rally / parabolic|210|0.0035044728339297024 |-0.0036864522193134075|0.060644466191870104|0.47619047619047616|0.05778718247501874  |
|ADA_x4  |Blow-off rally / parabolic|210|0.0035044728339297024 |-0.0036864522193134075|0.060644466191870104|0.47619047619047616|0.05778718247501874  |
|ADA_x1  |Blow-off rally / parabolic|210|0.0035044728339297024 |-0.0036864522193134075|0.060644466191870104|0.47619047619047616|0.05778718247501874  |
|ADA_x3  |Blow-off rally / parabolic|210|0.0035044728339297024 |-0.0036864522193134075|0.060644466191870104|0.47619047619047616|0.05778718247501874  |
|XLM_x3  |Blow-off rally / parabolic|315|0.0030492108303373363 |-0.009012384867254752 |0.06616162165089906 |0.4380952380952381 |0.04608730490958123  |
|XLM     |Blow-off rally / parabolic|315|0.0030492108303373363 |-0.009012384867254752 |0.06616162165089906 |0.4380952380952381 |0.04608730490958123  |
|XLM_x1  |Blow-off rally / parabolic|315|0.0030492108303373363 |-0.009012384867254752 |0.06616162165089906 |0.4380952380952381 |0.04608730490958123  |
|XLM_x2  |Blow-off rally / parabolic|315|0.0030492108303373363 |-0.009012384867254752 |0.06616162165089906 |0.4380952380952381 |0.04608730490958123  |
|XLM_x4  |Blow-off rally / parabolic|315|0.0030492108303373363 |-0.009012384867254752 |0.06616162165089906 |0.4380952380952381 |0.04608730490958123  |
|LTC     |Blow-off rally / parabolic|378|0.0017847910074802768 |-0.004110162754749069 |0.054125886594411816|0.4497354497354497 |0.032974813343095356 |
|LTC_x1  |Blow-off rally / parabolic|378|0.0017847910074802768 |-0.004110162754749069 |0.054125886594411816|0.4497354497354497 |0.032974813343095356 |
|LTC_x2  |Blow-off rally / parabolic|378|0.0017847910074802768 |-0.004110162754749069 |0.054125886594411816|0.4497354497354497 |0.032974813343095356 |
|LTC_x3  |Blow-off rally / parabolic|378|0.0017847910074802768 |-0.004110162754749069 |0.054125886594411816|0.4497354497354497 |0.032974813343095356 |
|LTC_x4  |Blow-off rally / parabolic|378|0.0017847910074802768 |-0.004110162754749069 |0.054125886594411816|0.4497354497354497 |0.032974813343095356 |
|TRX_x1  |Blow-off rally / parabolic|181|0.0012505704878435586 |-0.010462755629787601 |0.06528303919911826 |0.430939226519337  |0.019156131564727293 |
|TRX     |Blow-off rally / parabolic|181|0.0012505704878435586 |-0.010462755629787601 |0.06528303919911826 |0.430939226519337  |0.019156131564727293 |
|TRX_x2  |Blow-off rally / parabolic|181|0.0012505704878435586 |-0.010462755629787601 |0.06528303919911826 |0.430939226519337  |0.019156131564727293 |
|TRX_x4  |Blow-off rally / parabolic|181|0.0012505704878435586 |-0.010462755629787601 |0.06528303919911826 |0.430939226519337  |0.019156131564727293 |
|TRX_x3  |Blow-off rally / parabolic|181|0.0012505704878435586 |-0.010462755629787601 |0.06528303919911826 |0.430939226519337  |0.019156131564727293 |
|MIOTA_x3|Blow-off rally / parabolic|182|1.1187808857093943E-4 |-0.009802944966352145 |0.06374613510906224 |0.41208791208791207|0.001755056810574147 |
|MIOTA   |Blow-off rally / parabolic|182|1.1187808857093943E-4 |-0.009802944966352145 |0.06374613510906224 |0.41208791208791207|0.001755056810574147 |
|MIOTA_x4|Blow-off rally / parabolic|182|1.1187808857093943E-4 |-0.009802944966352145 |0.06374613510906224 |0.41208791208791207|0.001755056810574147 |
|MIOTA_x1|Blow-off rally / parabolic|182|1.1187808857093943E-4 |-0.009802944966352145 |0.06374613510906224 |0.41208791208791207|0.001755056810574147 |
|MIOTA_x2|Blow-off rally / parabolic|182|1.1187808857093943E-4 |-0.009802944966352145 |0.06374613510906224 |0.41208791208791207|0.001755056810574147 |
|ATOM    |Blow-off rally / parabolic|133|-0.0010874591928723772|-0.006927790199127815 |0.057963984307386994|0.48120300751879697|-0.018760946230084983|
|ATOM_x1 |Blow-off rally / parabolic|133|-0.0010874591928723772|-0.006927790199127815 |0.057963984307386994|0.48120300751879697|-0.018760946230084983|
|ATOM_x4 |Blow-off rally / parabolic|133|-0.0010874591928723772|-0.006927790199127815 |0.057963984307386994|0.48120300751879697|-0.018760946230084983|
|ATOM_x2 |Blow-off rally / parabolic|133|-0.0010874591928723772|-0.006927790199127815 |0.057963984307386994|0.48120300751879697|-0.018760946230084983|
|ATOM_x3 |Blow-off rally / parabolic|133|-0.0010874591928723772|-0.006927790199127815 |0.057963984307386994|0.48120300751879697|-0.018760946230084983|
|WBTC_x1 |Blow-off rally / parabolic|103|-0.001109708525738098 |-0.002698758983434857 |0.032143361608432536|0.46601941747572817|-0.034523723413140944|
|WBTC    |Blow-off rally / parabolic|103|-0.001109708525738098 |-0.002698758983434857 |0.032143361608432536|0.46601941747572817|-0.034523723413140944|
|WBTC_x4 |Blow-off rally / parabolic|103|-0.001109708525738098 |-0.002698758983434857 |0.032143361608432536|0.46601941747572817|-0.034523723413140944|
|WBTC_x3 |Blow-off rally / parabolic|103|-0.001109708525738098 |-0.002698758983434857 |0.032143361608432536|0.46601941747572817|-0.034523723413140944|
|WBTC_x2 |Blow-off rally / parabolic|103|-0.001109708525738098 |-0.002698758983434857 |0.032143361608432536|0.46601941747572817|-0.034523723413140944|
|XEM_x2  |Blow-off rally / parabolic|290|-0.0012724815513702051|-0.012407214212652118 |0.0725511527384236  |0.4206896551724138 |-0.017539094877761882|
|XEM     |Blow-off rally / parabolic|290|-0.0012724815513702054|-0.012407214212652118 |0.07255115273842352 |0.4206896551724138 |-0.0175390948777619  |
|XEM_x1  |Blow-off rally / parabolic|290|-0.0012724815513702054|-0.012407214212652118 |0.07255115273842352 |0.4206896551724138 |-0.0175390948777619  |
|XEM_x3  |Blow-off rally / parabolic|290|-0.0012724815513702054|-0.012407214212652118 |0.07255115273842352 |0.4206896551724138 |-0.0175390948777619  |
|XEM_x4  |Blow-off rally / parabolic|290|-0.0012724815513702054|-0.012407214212652118 |0.07255115273842352 |0.4206896551724138 |-0.0175390948777619  |
|EOS     |Blow-off rally / parabolic|181|-0.0029591092778631822|-0.007502720227809956 |0.06202085117389899 |0.3812154696132597 |-0.047711523170912255|
|EOS_x1  |Blow-off rally / parabolic|181|-0.0029591092778631822|-0.007502720227809956 |0.06202085117389899 |0.3812154696132597 |-0.047711523170912255|
|EOS_x4  |Blow-off rally / parabolic|181|-0.0029591092778631822|-0.007502720227809956 |0.06202085117389899 |0.3812154696132597 |-0.047711523170912255|
|EOS_x2  |Blow-off rally / parabolic|181|-0.0029591092778631822|-0.007502720227809956 |0.06202085117389899 |0.3812154696132597 |-0.047711523170912255|
|EOS_x3  |Blow-off rally / parabolic|181|-0.0029591092778631822|-0.007502720227809956 |0.06202085117389899 |0.3812154696132597 |-0.047711523170912255|
|CRO_x4  |Blow-off rally / parabolic|127|-0.0032784379071682545|-0.0011321624660456386|0.051417078248856676|0.47244094488188976|-0.06376165310873444 |
|CRO     |Blow-off rally / parabolic|127|-0.0032784379071682545|-0.0011321624660456386|0.051417078248856676|0.47244094488188976|-0.06376165310873444 |
|CRO_x3  |Blow-off rally / parabolic|127|-0.0032784379071682545|-0.0011321624660456386|0.051417078248856676|0.47244094488188976|-0.06376165310873444 |
|CRO_x1  |Blow-off rally / parabolic|127|-0.0032784379071682545|-0.0011321624660456386|0.051417078248856676|0.47244094488188976|-0.06376165310873444 |
